"Collection Name","Title#1","State#1","County#1","USGS Quadrangle#1","Name#1","Name Part#1","Name Part Date#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Type of Resource#1","Date Issued#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Geographic Note#1","Mine Note#1","Commodity Note#1","Landmark Note#1","Note#1","Commodity Note#2","Landmark Note#2","Note#2","Subject Topic#1","Subject Authority#1","Scale#1","Coordinates#1","Meridian#1","Public Land Survey Location#1","Geo-Location Point#1","Longitude (DD)#1","Latitude (DD)#1","Longitude (DMS)#1","Latitude (DMS)#1","Classification#1","Classification Authority#1","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item#2","Related Item Type#2","Related Item Identifier#2","Identifier ARK#1","Identifier#2","Identifier Type#2","Physical Location#1","Physical Location Type#1","Rights#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Mining Maps of Colorado","Longitudinal Section Red Signe Mine","CO","Boulder county","Boulder","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","31 x 75.5 cm","reformatted digital","","","","","","","","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 30'","W 105° 22' 24""/N 40° 00' 11""","6th","Sec.32, T.1N.R.71W.","Center Section 32","-105.3734","40.0031","W 105° 22' 24""","N 40° 00' 11""","47","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-25, Box 1","","","","https://ark.colorado.edu/ark:/47540/pj9j991484fq","433205","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100475","4844","mesc_miningMaps_43320500.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100475~141513"
"Mining Maps of Colorado","Map of Sec. 30, T.7S.R.78W.","CO","Summit county","Copper Mountain","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","64.5 x 75.8 cm","reformatted digital","","Littler (placer), Halvista, Little Shakerag, Aetna, Vesuvius, Parker, Pittsburg, Milwaukee, Chicago, Alexander, Philadelphia, Belle of Kokomo, Columbia, Columbia No.1, Columbia No.2, Parker, Panther, Gilpin, Eldora, Pay Rock No.1, Pay Rock No.2, Gold Rock, Atlantic, Silver Glance, Maximus, Burnadotte, Peerless, Smuggler, Matchless, Warriors Mark, Nova Scotia Boy, Nova Scotia Boy No.2, Rodick, M.K.C.","","","","","Mayflower Gulch, Clinton Gulch, U.S.M.M. ""Gilpin""","Mayflower Property outlined on map","Mines and mineral resources -- Colorado -- Summit County","lcsh","1"" = 300'","W 106° 09' 08""/N 39° 24' 48""","6th","Sec. 30, T.7S.R.78W.","Center Section 30","-106.1524","39.4135","W 106° 09' 08""","N 39° 24' 48""","367.2","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-23","","","","https://ark.colorado.edu/ark:/47540/vz7b2f47c8qs","433041","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099623","4844","mesc_miningMaps_43304100.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099623~142341"
"Mining Maps of Colorado","Map of Sec.2-11, 14-18, T.1S.R.73W.","CO","Boulder county","Nederland","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","60 x 144 cm","reformatted digital","","Roberts (placer), Brazilian (mine shaft), St. Louis (mine shaft), L.S. Root (mine shaft), National (placer), Josie Mansfield (placer), Idaho (extension), Boulder County (mine shaft), Cardinal (mine shaft), O. & M. (mine shaft), Ace of Diamonds (placer)","","","","","Coon Trail Creek, Cardinal Townsite","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 34' 04""/N 39° 58' 44""","6th","Sec.2-11, 14-18, T.1S.R.73W.","Center Section 9","-105.5678","39.9789","W 105° 34' 04""","N 39° 58' 44""","518","Local Accession Number","Harrison Cobb Map Collection","original","Cobb 12-3","","","","https://ark.colorado.edu/ark:/47540/tz4g5t05z5j4","433184","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100214","4844","mesc_miningMaps_43318400.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100214~141494"
"Mining Maps of Colorado","Map of Sec.23, T.1S.R.73W.","CO","Boulder county","Nederland","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","53 x 64 cm","reformatted digital","","Russell (placer), Hobson (placer), Ready Cash (placer), Anniversary (placer)","","","","","","Shows plots of land belonging to Eldora Townsite Co., J.H. Gilfillan, John O. Beach, Howard H. Miller, M.A. Tucker Investment Co., W. W. Gillard","Mines and mineral resources -- Colorado -- Boulder County","lcsh","","W 105° 24' 02""/N 40° 03' 38""","6th","Sec.23, T.1S.R.73W.","Center Section 23","-105.4008","40.0606","W 105° 24' 02""","N 40° 03' 38""","241","Local Accession Number","Warren Hollingsworth McLeod Collection","original","McLeod 47-113","","","","https://ark.colorado.edu/ark:/47540/26133b1986wx","433211","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100552","4844","mesc_miningMaps_43321100.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100552~141519"
"Mining Maps of Colorado","Map of Sec.31, T.1N.R.71W.","CO","Boulder county","Gold Hill","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","68 x 68.5 cm","reformatted digital","","Sparkling Jewel, Western (extension), Monitor, Vermont, Elmettie, Grace, Sunnyside (mine shaft), East Slope, Valley Vern, Pactolus, Anglo Saxon, Victor (mine shaft), Star (mine shaft), Ferberite, Red Signe, Paymaster, Tungsten, Princess Eulalia, M. and R., Gold Leaf, Wilhelmina No.3, Cyclops, Longfellow, Monumental City, Pueblo Chance, Milan, Black Prince","[Gold]","","","","Black Tiger Gulch, Middle Boulder Creek, Wheelman Tunnel","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 07""/N 40° 00' 29""","6th","Sec.31, T.1N.R.71W.","Center Section 31","-105.3854","40.0083","W 105° 23' 07""","N 40° 00' 29""","246","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-24","","","","https://ark.colorado.edu/ark:/47540/6w540d8087xm","433042","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099635","4844","mesc_miningMaps_43304200.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099635~142338"
"Mining Maps of Colorado","Map of Sec.34, T.1N.R.71W.","CO","Boulder county","Boulder","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","57 x 96 cm","reformatted digital","","The White (placer), Clearwater (placer), Church (placer)","","","","","Boulder Creek, Four Mile Creek, Base Line","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","","W 105° 19' 43""/N 40° 00' 29""","6th","Sec.34, T.1N.R.71W.","Center Section 34","-105.3288","40.0083","W 105° 19' 43""","N 40° 00' 29""","11A","Local Accession Number","Warren Hollingsworth McLeod Collection","original","McLeod 45-67","","","","https://ark.colorado.edu/ark:/47540/d45v2p60t365","433198","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100386","4844","mesc_miningMaps_43319800.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100386~141506"
"Mining Maps of Colorado","Map of Sec.34, T.1N.R.71W.","CO","Boulder county","Boulder","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","","reformatted digital","","White (placer)","","","","","Boulder Creek","Shows a stone and timber claim belonging to H. H. Hadley","Mines and mineral resources -- Colorado -- Boulder County","lcsh","","W 105° 19' 43""/N 40° 00' 29""","6th","Sec.34, T.1N.R.71W.","Center Section 34","-105.3288","40.0083","W 105° 19' 43""","N 40° 00' 29""","11B","Local Accession Number","Warren Hollingsworth McLeod Collection","original","McLeod 45-67","","","","https://ark.colorado.edu/ark:/47540/rw4n1454p6ks","433207","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100498","4844","mesc_miningMaps_43320700.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100498~141515"
"Mining Maps of Colorado","Map of Sec.36, T.1N.R.71W.","CO","Boulder county","Gold Hill","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","34.5 x 41 cm","reformatted digital","","Doughty (placer), Rood (placer), Graham (placer), Carbonate","","","","","Boulder Creek","Shows a section of patented agricultural land","Mines and mineral resources -- Colorado -- Boulder County","lcsh","","W 105° 17' 27""/N 40° 00' 29""","6th","Sec.36, T.1N.R.71W.","Center Section 36","-105.2911","40.0083","W 105° 17' 27""","N 40° 00' 29""","63","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 47","","","","https://ark.colorado.edu/ark:/47540/f38w6x27h0kj","433216","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100613","4844","mesc_miningMaps_43321600.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100613~141524"
"Mining Maps of Colorado","Map of Sec.36, T.1N.R.72W.","CO","Boulder county","Gold Hill","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","68.5 x 112.5 cm","reformatted digital","","Eureka (mine shaft), Merry Widow (mine shaft), American (mine shaft), The Zephyr (mine shaft), Fair Count (mine shaft), Harold (extension), Victor (mine shaft)","","","","","Middle Boulder Creek, North Boulder Creek","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","","W 105° 23' 59""/N 40° 00' 23""","6th","Sec.36, T.1N.R.72W.","Center Section 36","-105.3998","40.0066","W 105° 23' 59""","N 40° 00' 23""","368","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-22","Map of Sec.36, T.1N.R.72W. (verso)","verso","43318202","https://ark.colorado.edu/ark:/47540/np623k8958m0","43318201","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100190","4844","mesc_miningMaps_43318201.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100190~141492"
"Mining Maps of Colorado","Map of Sec.36, T.1N.R.72W. (verso)","CO","Boulder county","Gold Hill","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","68.5 x 112.5 cm","reformatted digital","","Eureka (mine shaft), Merry Widow (mine shaft), American (mine shaft), The Zephyr (mine shaft), Fair Count (mine shaft), Harold (extension), Victor (mine shaft)","","","Sketch of mine claims on verso of “Map of Sec.36, T.1N.R.72W.”","","Middle Boulder Creek, North Boulder Creek","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","","W 105° 23' 59""/N 40° 00' 23""","6th","Sec.36, T.1N.R.72W.","Center Section 36","-105.3998","40.0066","W 105° 23' 59""","N 40° 00' 23""","368","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-22","Map of Sec.36, T.1N.R.72W","recto","4338201","https://ark.colorado.edu/ark:/47540/6c621p98299j","43318202","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100639","4844","mesc_miningMaps_43318202.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100639~141493"
"Mining Maps of Colorado","Map of Sec.6, T.1N.R.72W.","CO","Boulder county","Ward","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","70 x 69.5 cm","reformatted digital","","The Great West (mine shaft), Monitor (tunnel), Protection (mine shaft), Celestial (extension), Legal Tender, Humboldt, B&M, Whale, Lindsbury, Chief Big Finger, Scott Saxton, Geo Washington, Norweigan, Calambia No. 2 (mine shaft), Wolf Tone, Polar Star, Nancy, Little Giant, Emilina, Bertha, Coddington, San Blas (mill site), Crysolite, Rag Tag, Sound Currency, GT Western (extension), Daylight, Gilroy","","","","","","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","","W 105° 29' 36""/N 40° 04' 44""","6th","Sec.6, T.1N.R.72W.","Center Section 6","-105.4934","40.079","W 105° 29' 36""","N 40° 04' 44""","437","Local Accession Number","","","","","","","https://ark.colorado.edu/ark:/47540/xd5w5652g2jb","433191","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100292","4844","mesc_miningMaps_43319100.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100292~141499"
"Mining Maps of Colorado","Plat of Sections 14, 15, 22 & 23 T.1S.R.73W. of the 6th P.M.","CO","Boulder county","Nederland","Wilson & Fair Engr's","Wilson & Fair Engr's","","Cartographer","corporate","","cartographic","","English","eng","iso639-2b","image/jpeg","61 x 65 cm","reformatted digital","","Beech (placer)","","","","","Boulder Creek","Shows plots of land belonging to Joe Beech, W.P. Hannah, Gilpilan, South Eldora, Eldora Townsite Co.","Mines and mineral resources -- Colorado -- Boulder County","lcsh","10"" = 1 mile","W 105° 32' 56""/N 39° 57' 00""","6th","Sec.14, 15, 22, 23, T.1S.R.73W.","Center Section 22","-105.5491","39.95","W 105° 32' 56""","N 39° 57' 00""","396","Local Accession Number","Warren Hollingsworth McLeod Collection","original","McLeod 47-111","","","","https://ark.colorado.edu/ark:/47540/c96s8946g24r","433071","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100038","4844","mesc_miningMaps_43307100.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100038~141667"
"Mining Maps of Colorado","Sugar Loaf Mining District","CO","Boulder county","Gold Hill","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","29.5 x 45.5 cm","reformatted digital","","Porphyry Nugget, Texas, Oklahoma, T.O. Norris, Catastrophe, Missouri","","","","","","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 200'","W 105° 25' 06""/N 40° 00' 23""","6th","Sec.35, T.1N.R.72W.","Center Section 35","-105.4185","40.0066","W 105° 25' 06""","N 40° 00' 23""","213","Local Accession Number","Warren Hollingsworth McLeod Collection","original","McLeod 45-69","","","","https://ark.colorado.edu/ark:/47540/1q0r9z3341xj","433214","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100589","4844","mesc_miningMaps_43321400.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100589~141522"
"Mining Maps of Colorado","Workings of Richmond & Fairfax Mines","CO","Boulder county","Gold Hill","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","49.5 x 81 cm","reformatted digital","Salina","","","","","","Clarissa Tunnel, Fairfax Shaft, Richmond #1 Shaft, Richmond #2 Shaft","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 50'","W 105° 22' 42""/N 40° 03' 36""","6th","Sec.7, T.1N.R.71W.","Fairfax Mine","-105.3786","40.06","W 105° 22' 42""","N 40° 03' 36""","135B","Local Accession Number","","","","","","","https://ark.colorado.edu/ark:/47540/qz1s2p76s77n","433203","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100450","4844","mesc_miningMaps_43320300.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100450~141511"
